ID_match,number_of_turn,last_move_played_by,current_player_turn,wQ_moves,wS1_moves,wB1_moves,wG1_moves,wA1_moves,wS2_moves,wB2_moves,wG2_moves,wA2_moves,wG3_moves,wA3_moves,bQ_moves,bS1_moves,bB1_moves,bG1_moves,bA1_moves,bS2_moves,bB2_moves,bG2_moves,bA2_moves,bG3_moves,bA3_moves,result
1737482734,1,White,Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White
1737482734,2,Black,White,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,White
1737482734,3,White,Black,0,0,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,White
1737482734,4,Black,White,0,0,3,2,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,White
1737482734,5,White,Black,0,0,4,2,11,0,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,White
1737482734,6,Black,White,0,0,4,2,13,0,0,0,0,0,0,2,2,0,0,15,0,0,0,0,0,0,White
1737482734,7,White,Black,2,0,4,3,13,0,0,0,0,0,0,2,2,0,0,15,0,0,0,0,0,0,White
1737482734,8,Black,White,2,0,4,3,14,0,0,0,0,0,0,2,2,4,0,17,0,0,0,0,0,0,White
1737482734,9,White,Black,2,0,5,3,16,0,0,2,0,0,0,2,2,4,0,18,0,0,0,0,0,0,White
1737482734,10,Black,White,2,0,5,3,17,0,0,2,0,0,0,2,2,5,0,0,0,4,0,0,0,0,White
1737482734,11,White,Black,2,0,6,3,17,0,0,1,0,0,0,2,2,5,0,0,0,4,0,0,0,0,White
1737482734,12,Black,White,2,0,6,3,18,0,0,1,0,0,0,2,2,6,2,0,0,5,0,0,0,0,White
1737482734,13,White,Black,2,0,6,3,20,0,0,2,0,1,0,2,2,6,2,0,0,5,0,0,0,0,White
1737482734,14,Black,White,2,0,6,3,21,0,0,2,0,1,0,2,0,3,1,0,0,4,0,0,0,0,White
1737482734,15,White,Black,4,0,6,3,23,0,0,2,23,1,0,2,0,3,1,0,0,4,0,0,0,0,White
1737482734,16,Black,White,4,0,6,3,25,0,0,2,25,1,0,2,0,3,2,0,2,4,0,0,0,0,White
1737482734,17,White,Black,4,0,5,4,25,0,0,2,22,1,0,2,0,4,2,0,2,4,0,0,0,0,White
1737482734,18,Black,White,4,0,5,4,27,0,0,2,24,1,0,2,0,4,2,0,2,4,1,0,0,0,White
1737482734,19,White,Black,2,0,4,4,26,0,0,3,24,1,0,2,0,4,2,0,2,4,1,0,0,0,White
1737482734,20,Black,White,2,0,4,4,25,0,0,3,23,1,0,2,0,5,3,0,2,4,1,0,3,0,White
1737482734,21,White,Black,2,0,5,3,25,0,0,3,26,1,0,2,0,4,3,0,2,4,1,0,3,0,White
1737482734,22,Black,White,2,0,5,3,24,0,0,3,25,1,0,2,0,4,3,0,2,5,2,27,3,0,White
1737482734,23,White,Black,2,2,5,3,25,0,0,3,26,2,0,2,0,4,3,0,2,5,2,28,3,0,White
1737482734,24,Black,White,2,2,5,3,23,0,0,3,24,2,0,2,0,5,3,0,2,4,1,28,4,0,White
1737482734,25,White,Black,2,2,6,3,23,0,0,2,24,2,0,2,0,5,4,0,0,4,1,28,4,0,White
1737482734,26,Black,White,2,2,6,3,31,0,0,2,29,2,0,2,0,4,4,0,0,4,1,28,3,0,White
1737482734,27,White,Black,2,2,6,3,31,0,0,2,29,2,0,2,0,4,3,0,2,4,2,28,3,0,White
1737482734,28,Black,White,2,2,6,3,30,0,0,2,29,2,0,2,0,4,3,0,2,4,2,28,3,0,White
1737482734,29,White,Black,2,2,5,3,27,0,0,3,29,3,0,2,0,4,3,0,2,4,1,25,3,0,White
1737482734,30,Black,White,2,2,5,3,25,0,0,3,29,3,0,2,0,4,3,0,2,4,1,25,3,0,White
1737482734,31,White,Black,2,2,5,3,27,0,3,4,31,3,0,2,0,4,3,0,2,4,1,27,3,0,White
1737482734,32,Black,White,2,2,5,3,27,0,3,4,31,3,0,2,0,4,3,0,2,4,2,27,3,29,White
1737482734,33,White,Black,2,2,5,3,27,0,3,4,2,3,29,2,0,4,3,0,2,4,2,27,3,29,White
1737482734,34,Black,White,2,2,4,3,25,0,4,5,2,3,27,2,0,4,3,0,2,4,2,27,3,27,White
1737482734,35,White,Black,4,2,4,3,25,0,4,5,2,3,27,2,0,4,3,0,2,4,2,27,3,27,White
